company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
AWI Manufacturing,Minneapolis,MN,Minneapolis,Machine Shop / Metal Fabrication,15,$1M-$5M,Owner,Owner,,,
Hecksel Machine Inc,Minneapolis,MN,Minneapolis,Machine Shop / Metal Fabrication,10,$1M-$3M,Owner,Owner,,,
Norco Precision,Minneapolis,MN,Minneapolis,Machine Shop / Metal Fabrication,12,$1M-$5M,Owner,Owner,,,
Advanced Metal Products,Lakeville,MN,Minneapolis,Machine Shop / Metal Fabrication,10,$1M-$3M,Owner,Owner,,,
Minneapolis Sheet Metal Works,Minneapolis,MN,Minneapolis,Machine Shop / Metal Fabrication,12,$1M-$3M,Owner,Owner,,,
Schad Tracy Signs,Minneapolis,MN,Minneapolis,Sign Manufacturing,15,$1M-$5M,Owner,Owner,,,
King Signs Minneapolis,Minneapolis,MN,Minneapolis,Sign Manufacturing,10,$1M-$3M,Owner,Owner,,,
SKY Custom Signs,Minnetonka,MN,Minneapolis,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
Chowgirls Catering,Minneapolis,MN,Minneapolis,Catering Company,12,$500K-$2M,Owner,Owner,(612) 203-0786,info@chowgirls.net,www.chowgirls.net
"Surdyk's Catering",Minneapolis,MN,Minneapolis,Catering Company,10,$500K-$2M,Owner,Owner,,,
Pickles Catering,Minneapolis,MN,Minneapolis,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
Twin Cities Catering Inc,Minneapolis,MN,Minneapolis,Catering Company,10,$500K-$2M,Owner,Owner,,,
Classic Catering MN,Minneapolis,MN,Minneapolis,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
S&S Brokerage Inc,Iselin,NJ,Northern New Jersey,Freight Brokerage,8,$1M-$3M,Owner,Owner,,,
Advanced Logistics NJ,New Jersey,NJ,Northern New Jersey,Freight Brokerage,10,$1M-$5M,Owner,Owner,,,
Eveready Express,Clifton,NJ,Northern New Jersey,Courier / Last Mile Delivery,15,$1M-$3M,Owner,Owner,,,
Package Today,New Jersey,NJ,Northern New Jersey,Courier / Last Mile Delivery,10,$1M-$3M,Owner,Owner,,,
ExpressIt Delivery,New Jersey,NJ,Northern New Jersey,Courier / Last Mile Delivery,18,$2M-$5M,Owner,Owner,,,
Jersey Metal Works,New Jersey,NJ,Northern New Jersey,Machine Shop / Metal Fabrication,12,$1M-$3M,Owner,Owner,,,
EVS Metal,Riverdale,NJ,Northern New Jersey,Machine Shop / Metal Fabrication,18,$2M-$5M,Owner,Owner,(973) 839-4432,sales@evsmetal.com,evsmetal.com
Harold R. Henrich Inc,Lakewood,NJ,Northern New Jersey,Machine Shop / Metal Fabrication,15,$1M-$5M,Owner,Owner,,,
Badger Metal & Machine Fabrication,New Jersey,NJ,Northern New Jersey,Machine Shop / Metal Fabrication,12,$1M-$3M,Owner,Owner,,,
A&E Manufacturing Company,New Jersey,NJ,Northern New Jersey,Machine Shop / Metal Fabrication,15,$1M-$5M,Owner,Owner,,,
"Tonito's Catering",Philadelphia,PA,Philadelphia,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
Philadelphia Catering Company,Philadelphia,PA,Philadelphia,Catering Company,10,$500K-$2M,Owner,Owner,,,
Eatible Delights Catering,Philadelphia,PA,Philadelphia,Catering Company,10,$500K-$2M,Chef David Simms,Owner,(215) 236-3900,,eatibledelightscatering.com
Milillo Event Group,Philadelphia,PA,Philadelphia,Catering Company,12,$500K-$2M,Owner,Owner,,,
Village Catering Philadelphia,Philadelphia,PA,Philadelphia,Catering Company,15,$500K-$2M,Owner,Owner,(215) 437-3337,,villagecatering.com
Bernard Sign Corporation,Philadelphia,PA,Philadelphia,Sign Manufacturing,10,$1M-$3M,Owner,Owner,,,
Philadelphia Signs & Awnings,Philadelphia,PA,Philadelphia,Sign Manufacturing,12,$1M-$3M,Owner,Owner,,,
Forman Signs,Philadelphia,PA,Philadelphia,Sign Manufacturing,10,$1M-$3M,Owner,Owner,,,
Signs Visual Philadelphia,Philadelphia,PA,Philadelphia,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
Slicks Graphics,Morrisville,PA,Philadelphia,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
Above and Beyond Catering,Boston,MA,Boston,Catering Company,15,$500K-$2M,Owner,Owner,(617) 426-5999,events@aboveabc.com,aboveabc.com
Jules Catering,Boston,MA,Boston,Catering Company,10,$500K-$2M,Anita Baglaneas,Owner,(617) 628-5977,contact@julescatering.com,www.julescatering.com
Milk Street Cafe,Boston,MA,Boston,Catering Company,12,$500K-$2M,Owner,Owner,(617) 542-3663,,www.milkstreetcafe.com
"Spinelli's Catering",Boston,MA,Boston,Catering Company,15,$500K-$2M,Owner,Owner,(617) 567-1992,catering@spinellis.com,www.spinellis.com
Mottl Cabinets,Boston,MA,Boston,Cabinet Manufacturer,8,$1M-$3M,Owner,Owner,,,
South Shore Custom Cabinets,Boston,MA,Boston,Cabinet Manufacturer,6,$1M-$2M,Owner,Owner,,,
Krush Carpentry,Boston,MA,Boston,Cabinet Manufacturer,8,$1M-$3M,Owner,Owner,,,
Camio Custom Cabinetry,Boston,MA,Boston,Cabinet Manufacturer,6,$1M-$2M,Owner,Owner,,,
Terra Global Logistics,Miami,FL,Miami,Freight Brokerage,10,$1M-$5M,Owner,Owner,(844) 594-6684,Operations@TerraGlobalLogistics.com,terragloballogistics.com
Pharo Logistics Inc,Miami,FL,Miami,Freight Brokerage,8,$1M-$3M,Owner,Owner,,,
Asados Miami Catering,Miami,FL,Miami,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
Maya Catering,Miami,FL,Miami,Catering Company,10,$500K-$2M,Chef Jose Maya,Owner,(305) 310-2898,,mayacatering.com
Mena Catering,Miami,FL,Miami,Catering Company,12,$500K-$2M,Owner,Owner,,,
Miami Grill Catering,Miami,FL,Miami,Catering Company,10,$500K-$2M,Owner,Owner,,,
Miami Q Catering,Miami,FL,Miami,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
Assisting Hands Chicago,Chicago,IL,Chicago,Senior Care Franchise,15,$1M-$3M,Owner,Franchisee,(312) 685-4174,,assistinghands.com/127/illinois/chicagonorth/
Right at Home Chicago South Suburbs,Chicago,IL,Chicago,Senior Care Franchise,12,$1M-$3M,Owner,Franchisee,,,
Caring Senior Service Chicago,Chicago,IL,Chicago,Senior Care Franchise,10,$500K-$2M,Owner,Franchisee,,,
Touching Hearts at Home Illinois,Chicago,IL,Chicago,Senior Care Franchise,8,$500K-$2M,Owner,Franchisee,,,
Mottl Builders & Cabinetry,Boston,MA,Boston,Cabinet Manufacturer,10,$1M-$3M,Owner,Owner,,,
Sharp Woodworking,Boston,MA,Boston,Cabinet Manufacturer,8,$1M-$3M,Owner,Owner,,,
Inspire Productions SF,San Francisco,CA,San Francisco Bay Area,Event Planning Company,10,$500K-$2M,Owner,Owner,,,
California Courier Services,San Francisco,CA,San Francisco Bay Area,Courier / Last Mile Delivery,10,$1M-$3M,Owner,Owner,,,
Godspeed Bay Area Courier,San Francisco,CA,San Francisco Bay Area,Courier / Last Mile Delivery,8,$500K-$2M,Owner,Owner,,,
Iron Horse Transport,New York,NY,New York City,Courier / Last Mile Delivery,12,$1M-$3M,Owner,Owner,,,
Immaculate Healthcare Services,Washington,DC,Washington DC,Home Health Agency,12,$1M-$3M,Owner,Owner,,,
Smith Life Home Care,Washington,DC,Washington DC,Home Health Agency,8,$500K-$2M,Owner,Owner,,,
Relish Catering & Events,Denver,CO,Denver,Catering Company,10,$500K-$2M,Owner,Owner,(303) 727-9200,Natalie@relishcateringco.com,www.relishcateringco.com
Three Tomatoes Catering,Denver,CO,Denver,Catering Company,12,$500K-$2M,Owner,Owner,(303) 433-3332,info@threetomatoes.com,www.threetomatoes.com
Parties by Panache,Orange County,CA,Orange County,Catering Company,10,$500K-$2M,Owner,Owner,,,
Taylor Made Cuisine,Orange County,CA,Orange County,Catering Company,8,$500K-$1.5M,Owner,Owner,,,
Aqua Home Care Orlando,Orlando,FL,Orlando,Senior Home Care,10,$500K-$2M,Owner,Owner,,,
Granny Nannies Orlando,Orlando,FL,Orlando,Senior Home Care,8,$500K-$1.5M,Owner,Owner,,,
Envision Orlando Sign Company,Orlando,FL,Orlando,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
Mid-Florida Signs Orlando,Orlando,FL,Orlando,Sign Manufacturing,10,$1M-$3M,Owner,Owner,,,
Southlake Signs Tampa,Tampa,FL,Tampa,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
Hit Signs Tampa,Tampa,FL,Tampa,Sign Manufacturing,6,$500K-$2M,Owner,Owner,,,
Care Team Home Care,Tampa,FL,Tampa,Home Health Agency,12,$1M-$3M,Owner,Owner,,,
Origen Home Care San Diego,San Diego,CA,San Diego,Senior Home Care,8,$500K-$1.5M,Owner,Owner,,,
Salus Homecare San Diego,San Diego,CA,San Diego,Senior Home Care,12,$500K-$2M,Owner,Owner,,,
Gross Machining Phoenix,Phoenix,AZ,Phoenix,Machine Shop / Metal Fabrication,10,$1M-$3M,Owner,Owner,,,
California Sign Company LA,Los Angeles,CA,Los Angeles,Sign Manufacturing,12,$1M-$3M,Owner,Owner,,,
Front Signs Burbank,Burbank,CA,Los Angeles,Sign Manufacturing,15,$1M-$5M,Owner,Owner,(818) 290-3269,info@frontsigns.com,www.frontsigns.com
ISC Companies,Minneapolis,MN,Minneapolis,Machine Shop / Metal Fabrication,15,$1M-$5M,Owner,Owner,,,
Hastreiter Industries,Minneapolis,MN,Minneapolis,Machine Shop / Metal Fabrication,10,$1M-$3M,Owner,Owner,,,
BMS Signs Minneapolis,Minneapolis,MN,Minneapolis,Sign Manufacturing,8,$1M-$3M,Owner,Owner,,,
Advantage Signs & Graphics,St. Paul,MN,Minneapolis,Sign Manufacturing,10,$1M-$3M,Owner,Owner,,,
InteriorTech Sign Company,Philadelphia,PA,Philadelphia,Sign Manufacturing,15,$1M-$5M,Owner,Owner,,,
Entire Productions,San Francisco,CA,San Francisco Bay Area,Event Planning Company,12,$500K-$2M,Owner,Owner,(415) 291-9191,swag@entireproductions.com,entireproductions.com
Rocket Science Events SF,San Francisco,CA,San Francisco Bay Area,Event Planning Company,6,$500K-$1.5M,Owner,Owner,,,
Markraft Cabinets Nashville,Nashville,TN,Nashville,Cabinet Manufacturer,12,$1M-$5M,Owner,Owner,,,
TeNeil Hartley Events Denver,Denver,CO,Denver,Event Planning Company,5,$500K-$1M,TeNeil Hartley,Owner,,,
Mosaix Group Charlotte,Charlotte,NC,Charlotte,Event Planning Company,10,$500K-$2M,Owner,Owner,,,
The Chic Bash Charlotte,Charlotte,NC,Charlotte,Event Planning Company,5,$500K-$1M,Owner,Owner,,,
L&C Cabinetry Charlotte,Charlotte,NC,Charlotte,Cabinet Manufacturer,15,$1M-$5M,Owner,Owner,,,
Carolina Cabinet Company,Charlotte,NC,Charlotte,Cabinet Manufacturer,10,$1M-$3M,Owner,Owner,,,
