Summit Heating AC Plumbing,Denver,CO,Denver,HVAC Contractor,15,$1M-$5M,Owner,Owner
Roots Heating & Air,Denver,CO,Denver,HVAC Contractor,8,$1M-$5M,Owner,Owner
All Star Electrical Services,Philadelphia,PA,Philadelphia,Electrical Contractor,8,$1M-$4M,Owner,Owner
Lauterborn Electric,Philadelphia,PA,Philadelphia,Electrical Contractor,10,$1M-$4M,Larry Lauterborn Sr,Owner
EP Electric LLC,Philadelphia,PA,Philadelphia,Electrical Contractor,8,$1M-$4M,Owner,Owner
A-1 Electric Philadelphia,Philadelphia,PA,Philadelphia,Electrical Contractor,10,$1M-$4M,Owner,Owner
Vision Electrical Contractors,Philadelphia,PA,Philadelphia,Electrical Contractor,12,$1M-$4M,Owner,Owner
Residential Heating and AC,Minneapolis,MN,Minneapolis,HVAC Contractor,10,$1M-$5M,Owner,Owner
Air Mechanical Inc,Minneapolis,MN,Minneapolis,HVAC Contractor,15,$1M-$5M,Owner,Owner
Genz-Ryan,Minneapolis,MN,Minneapolis,HVAC Contractor,18,$1M-$5M,Owner,Owner
Standard Heating & AC,Minneapolis,MN,Minneapolis,HVAC Contractor,15,$1M-$5M,Owner,Owner
Ray N Welter Heating,Minneapolis,MN,Minneapolis,HVAC Contractor,10,$1M-$5M,Owner,Owner
Harris Plumbing & Heating,Brooklyn,NY,New York City,Plumbing Contractor,10,$800K-$3M,Owner,Owner
A Good Plumber Inc,Brooklyn,NY,New York City,Plumbing Contractor,10,$800K-$3M,Owner,Owner
Parkset Plumbing,Manhattan,NY,New York City,Plumbing Contractor,8,$800K-$3M,Owner,Owner
Metropolitan Plumbing & Heating,New York,NY,New York City,Plumbing Contractor,12,$800K-$3M,Owner,Owner
Philco Plumbing NYC,Brooklyn,NY,New York City,Plumbing Contractor,8,$800K-$3M,Owner,Owner
Power Roofing NY,Brooklyn,NY,New York City,Roofing Contractor,12,$1M-$5M,Owner,Owner
NY Roofing,Brooklyn,NY,New York City,Roofing Contractor,10,$1M-$5M,Owner,Owner
Roccos All Type Roofing,Brooklyn,NY,New York City,Roofing Contractor,12,$1M-$5M,Owner,Owner
Premier Roofing Co,Brooklyn,NY,New York City,Roofing Contractor,10,$1M-$5M,Owner,Owner
All Platinum Termite & Pest Control,New York,NY,New York City,Pest Control,10,$500K-$2M,Owner,Owner
Hello Pest Control,New York,NY,New York City,Pest Control,8,$500K-$2M,Owner,Owner
Inter-County Exterminators,New York,NY,New York City,Pest Control,12,$500K-$2M,Owner,Owner
MEDOWS CPA PLLC,New York,NY,New York City,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Luo CPA PLLC,New York,NY,New York City,CPA Firm,6,$500K-$1.5M,Managing Partner,Managing Partner
Mark E. Feinsot CPA,New York,NY,New York City,CPA Firm,7,$500K-$2M,Mark E. Feinsot,Owner
Miller & Company,New York,NY,New York City,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
Peter A. Burgos CPA PC,Long Island City,NY,New York City,CPA Firm,8,$500K-$2M,Peter A. Burgos,Owner
Midtown CPA Firm,New York,NY,New York City,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
CPA Miami,Miami,FL,Miami,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
JM CPA Group,West Miami,FL,Miami,CPA Firm,8,$500K-$1.5M,Managing Partner,Managing Partner
Miyares Group,Miami,FL,Miami,CPA Firm,7,$500K-$1.5M,Managing Partner,Managing Partner
Catarineau & Givens PA,Miami,FL,Miami,CPA Firm,8,$500K-$2M,Managing Partner,Managing Partner
Fabricant & Company PA,Miami,FL,Miami,CPA Firm,9,$500K-$2M,Managing Partner,Managing Partner
Magone & Company PC,West Orange,NJ,Northern New Jersey,CPA Firm,12,$800K-$2M,Managing Partner,Managing Partner
Kotulak & Company PC,Clifton,NJ,Northern New Jersey,CPA Firm,10,$800K-$2M,Managing Partner,Managing Partner
